,Tag,Reader,Antenna,rssi
25:08.1,11000C0YLE000A07QS8,Adpter,4,-64.5
25:08.1,10200C0YLE000A07PT6,Adpter,4,-37
25:08.1,1000C0YL8E000A07PZ3,Adpter,4,-46
25:08.1,11000C0YLE000A07PS6,Adpter,4,-45
25:08.1,11000C0YLE000A07Q10,Adpter,4,-45
25:08.1,10200C0YLE000A07QB0,Adpter,4,-62
25:08.1,1000C0YLE9000A07QR6,Adpter,4,-56.5
25:08.1,10200C0YLE000A07PT8,Adpter,4,-48
25:08.1,1000C06YLE000A07PX1,Adpter,4,-55.5
25:08.1,1000C0Y7LE000A07PY0,Adpter,4,-40.5
25:08.1,1000C0YLE9000A07QR2,Adpter,4,-57.5
25:08.1,10030C0YLE000A07QU5,Adpter,4,-52.5
25:08.1,10004C0YLE000A07PV9,Adpter,4,-42.5
25:08.1,10030C0YLE000A07PU8,Adpter,4,-50.5
25:08.1,1000C0Y7LE000A07QG8,Adpter,4,-49
25:08.1,11000C0YLE000A07Q11,Adpter,4,-57.5
25:08.1,1000C06YLE000A07QF1,Adpter,4,-58
25:08.1,10200C0YLE000A07PT1,Adpter,4,-50.5
25:08.1,1000C0Y7LE000A07PY8,Adpter,4,-47.5
25:08.1,1000C06YLE000A07PX2,Adpter,4,-59
25:08.1,1000C0YL8E000A07PZ4,Adpter,4,-57.5
25:08.1,1000C0YL8E000A07PZ5,Adpter,4,-48.5
25:08.1,10200C0YLE000A07PT5,Adpter,4,-37.5
25:08.1,1000C50YLE000A07PW8,Adpter,4,-46.5
25:08.1,1000C0YLE9000A07Q09,Adpter,4,-39
25:08.1,1000C0Y7LE000A07PY6,Adpter,4,-56.5
25:08.1,1000C0YL8E000A07QQ2,Adpter,4,-51.5
25:08.1,1000C0YL8E000A07PZ2,Adpter,4,-45
25:08.1,10004C0YLE000A07PV6,Adpter,4,-44
25:08.1,1000C0YL8E000A07Q88,Adpter,4,-47
25:08.1,1000C0YL8E000A07PZ9,Adpter,4,-46.5
25:08.1,10004C0YLE000A07PV0,Adpter,4,-51.5
25:08.1,1000C0YLE9000A07Q05,Adpter,4,-51
25:08.1,10200C0YLE000A07PT4,Adpter,4,-44
25:08.1,10200C0YLE000A07Q27,Adpter,4,-61
25:08.1,1000C50YLE000A07Q56,Adpter,4,-60
25:08.1,10200C0YLE000A07PT7,Adpter,4,-58.5
25:08.1,10004C0YLE000A07QM6,Adpter,4,-47
25:08.1,1000C0YLE9000A07Q03,Adpter,4,-40.5
25:08.1,1000C0YLE9000A07Q01,Adpter,4,-61.5
25:08.1,1000C50YLE000A07QN3,Adpter,4,-62.5
25:08.1,1000C0Y7LE000A07PY1,Adpter,4,-50.5
25:08.1,1000C0Y7LE000A07Q77,Adpter,4,-53
25:08.1,11000C0YLE000A07Q17,Adpter,4,-48
25:08.1,11000C0YLE000A07Q14,Adpter,4,-43
25:08.2,10030C0YLE000A07QU4,Adpter,4,-61
25:08.2,10030C0YLE000A07QU7,Adpter,4,-42.5
25:08.2,1000C50YLE000A07QE5,Adpter,4,-50.5
25:08.2,1000C0YLE9000A07Q08,Adpter,4,-44
25:08.2,11000C0YLE000A07Q15,Adpter,4,-44.5
25:08.2,1000C50YLE000A07PW0,Adpter,4,-53.5
25:08.2,10004C0YLE000A07PV7,Adpter,4,-50.5
25:08.2,1000C0YL8E000A07QQ8,Adpter,4,-57
25:08.2,1000C0Y7LE000A07QG1,Adpter,4,-51.5
25:08.2,10030C0YLE000A07PU9,Adpter,4,-58
25:08.2,1000C0YL8E000A07QQ0,Adpter,4,-57.5
25:08.2,1000C06YLE000A07Q60,Adpter,4,-54
25:08.2,10200C0YLE000A07QT2,Adpter,4,-61.5
25:08.2,10200C0YLE000A07QB8,Adpter,4,-54.5
25:08.2,10030C0YLE000A07QU1,Adpter,4,-53
25:08.2,1000C0Y7LE000A07Q70,Adpter,4,-61.5
25:08.2,10004C0YLE000A07QM7,Adpter,4,-55
25:08.2,10200C0YLE000A07QT0,Adpter,4,-58
25:08.2,1000C0YLE9000A07Q06,Adpter,4,-47
25:08.2,1000C50YLE000A07PW9,Adpter,4,-55
25:08.2,10200C0YLE000A07QT3,Adpter,4,-59.5
25:08.2,11000C0YLE000A07PS0,Adpter,4,-52.5
25:08.2,10200C0YLE000A07PT3,Adpter,4,-44.5
25:08.2,1000C0Y7LE000A07Q78,Adpter,4,-62
25:08.2,1000C0Y7LE000A07QP6,Adpter,4,-53
25:08.2,1000C06YLE000A07QF4,Adpter,4,-63.5
25:08.2,1000C0Y7LE000A07Q73,Adpter,4,-51
25:08.2,1000C0YLE9000A07QI2,Adpter,4,-54
25:08.2,1000C06YLE000A07QO8,Adpter,4,-52.5
25:08.2,10004C0YLE000A07Q46,Adpter,4,-53
25:08.2,1000C0Y7LE000A07PY3,Adpter,4,-59
25:08.2,1000C0YL8E000A07PZ8,Adpter,4,-49.5
25:08.2,11000C0YLE000A07QJ6,Adpter,4,-56
25:08.2,10030C0YLE000A07QL2,Adpter,4,-58
25:08.2,10200C0YLE000A07PT0,Adpter,4,-55.5
25:08.2,1000C0YLE9000A07Q02,Adpter,4,-50.5
25:08.2,1000C06YLE000A07QF6,Adpter,4,-61.5
25:08.2,1000C0Y7LE000A07Q79,Adpter,4,-52
25:08.2,10030C0YLE000A07QL6,Adpter,4,-61.5
25:08.2,1000C0YLE9000A07Q97,Adpter,4,-61.5
25:08.2,1000C50YLE000A07QE7,Adpter,4,-55.5
25:08.2,10004C0YLE000A07QM8,Adpter,4,-57
25:08.2,1000C50YLE000A07QN1,Adpter,4,-68
25:08.2,1000C0YL8E000A07Q81,Adpter,4,-51
25:08.2,10004C0YLE000A07QM9,Adpter,4,-57
25:08.2,1000C0YL8E000A07Q83,Adpter,4,-56
25:08.2,11000C0YLE000A07PS3,Adpter,4,-66
25:08.2,1000C0YL8E000A07PZ6,Adpter,4,-57.5
25:08.2,1000C0Y7LE000A07QP7,Adpter,4,-55
25:08.2,1000C50YLE000A07QN0,Adpter,4,-58.5
25:08.2,1000C06YLE000A07Q69,Adpter,4,-64
25:08.2,1000C0YLE9000A07Q98,Adpter,4,-65.5
25:08.2,1000C50YLE000A07PW1,Adpter,4,-64
25:08.2,1000C0Y7LE000A07PY7,Adpter,4,-54
25:08.2,1000C0YLE9000A07Q90,Adpter,4,-55
25:08.2,11000C0YLE000A07QS9,Adpter,4,-60.5
25:08.2,1000C0Y7LE000A07Q75,Adpter,4,-52
25:08.2,10030C0YLE000A07QC7,Adpter,4,-67
25:08.2,10004C0YLE000A07PV5,Adpter,4,-61
25:08.2,10200C0YLE000A07QT9,Adpter,4,-55
25:08.2,1000C0YL8E000A07Q84,Adpter,4,-69
25:08.2,10200C0YLE000A07PT9,Adpter,4,-66
25:08.2,1000C50YLE000A07PW2,Adpter,4,-60
25:08.2,1000C0Y7LE000A07QG6,Adpter,4,-61.5
25:08.2,1000C0YL8E000A07QQ9,Adpter,4,-62.5
25:08.2,11000C0YLE000A07Q18,Adpter,4,-61.5
25:08.2,10004C0YLE000A07QD7,Adpter,4,-68
25:08.2,1000C50YLE000A07PW5,Adpter,4,-66.5
25:08.3,1000C06YLE000A07QO8,Adpter,4,-58
25:08.3,1000C0Y7LE000A07PY1,Adpter,4,-58
25:08.3,10200C0YLE000A07PT7,Adpter,4,-53
25:08.3,1000C0Y7LE000A07PY0,Adpter,4,-48.5
25:08.3,1000C0YL8E000A07Q81,Adpter,4,-56.5
25:08.3,1000C0YLE9000A07Q03,Adpter,4,-52.5
25:08.3,10004C0YLE000A07PV9,Adpter,4,-53
25:08.3,1000C0YL8E000A07PZ3,Adpter,4,-64.5
25:08.3,1000C0YL8E000A07Q88,Adpter,4,-54
25:08.3,10200C0YLE000A07QT9,Adpter,4,-63
25:08.3,10200C0YLE000A07PT3,Adpter,4,-50
25:08.3,10200C0YLE000A07PT4,Adpter,4,-52
25:08.3,1000C0Y7LE000A07Q75,Adpter,4,-58
25:08.3,1000C50YLE000A07QE7,Adpter,4,-65.5
25:08.3,10004C0YLE000A07QM9,Adpter,4,-66.5
25:08.3,1000C0YL8E000A07PZ8,Adpter,4,-56.5
25:08.3,10200C0YLE000A07PT5,Adpter,4,-55
25:08.3,10030C0YLE000A07QU7,Adpter,4,-54.5
25:08.3,1000C0YL8E000A07Q83,Adpter,4,-62.5
25:08.3,1000C0YLE9000A07Q02,Adpter,4,-57
25:08.3,1000C0YLE9000A07Q05,Adpter,4,-59
25:08.3,1000C0Y7LE000A07Q70,Adpter,4,-65.5
25:08.3,1000C0YL8E000A07PZ9,Adpter,4,-58
25:08.3,1000C0Y7LE000A07Q77,Adpter,4,-63
25:08.3,1000C0YLE9000A07Q06,Adpter,4,-63.5
25:08.3,11000C0YLE000A07PS6,Adpter,4,-62
25:08.3,10200C0YLE000A07PT6,Adpter,4,-59
25:08.3,1000C0YL8E000A07PZ5,Adpter,4,-65.5
25:08.3,11000C0YLE000A07Q15,Adpter,4,-60
25:08.3,11000C0YLE000A07PS5,Adpter,4,-62
25:08.4,10200C0YLE000A07PT7,Adpter,4,-60.5
25:08.4,1000C0YL8E000A07PZ9,Adpter,4,-61.5
25:08.4,1000C0YLE9000A07Q02,Adpter,4,-60.5
25:08.4,1000C0Y7LE000A07Q75,Adpter,4,-60.5
25:08.4,1000C0Y7LE000A07PY0,Adpter,4,-55
25:08.4,1000C0YL8E000A07PZ8,Adpter,4,-59
25:08.4,1000C0YLE9000A07Q03,Adpter,4,-58
25:08.4,11000C0YLE000A07PS5,Adpter,4,-61.5
25:08.4,10004C0YLE000A07PV9,Adpter,4,-60
25:08.4,10200C0YLE000A07PT5,Adpter,4,-56.5
25:08.4,10200C0YLE000A07PT4,Adpter,4,-57.5
25:08.4,10200C0YLE000A07PT3,Adpter,4,-53
